tweet,likes_count,tweetFiltrado,topico
"this is no real news. since some time #russia|n media claims #poland might annex western parts of #ukraine and similar madness. but indeed recently the russian propaganda machine went totally crazy in regards with poland, the quantity of lies, the total nuttiness.",7,real news time medium claim poland annex western part ukraine madness propaganda machine totally crazy poland quantity lie total nuttiness,0
"russia has reported new attempts to set fire to military registration and enlistment offices.  in #russia on sunday night, unknown individuals tried to set fire to two military registration and enlistment offices, baza reports.",7,reported attempt set fire military registration enlistment office sunday night unknown individual set fire military registration enlistment office baza report,9
video from #ukraine army of #putin regime terrorists equipment getting destroyed  #russia  https://t.co/u1yn00m8sq,7,video ukraine army putin regime terrorist equipment destroyed,7
"#russia's invasion of #ukraine has shown us that, regardless the outcome of this conflict, the world as we used to know it won't be the same. please read the latest @ispionline dossier i had the honour to co-edit with my colleague @eleonoratafuro:  https://t.co/snuzp6bf6q",7,russia invasion ukraine outcome conflict world read latest ispionline dossier honour coedit colleague eleonoratafuro,0
destroyed russian fighterjet burning party.  #ukrainerussiawar  #kyiv #mariupol #ukraine #kharkiv #russia #mосква #pоссия #sumy #izyum #kramatorsk #kherson #odesa  https://t.co/n9wu7gsshh,7,destroyed fighterjet burning party ukrainerussiawar kyiv mariupol ukraine kharkiv mосква pоссия sumy izyum kramatorsk kherson odesa,7
"@podolyak_m #russia is losing to #ukraine, how does it think it can take on another country like #poland and win there?",7,podolyakm losing ukraine country poland win,0
#ukraine bayraktar drone strike sunk a #russia serna-class landing craft at snake island in the black sea #ukrainewar  https://t.co/cefquokizy,7,ukraine bayraktar drone strike sunk sernaclass landing craft snake island black sea ukrainewar,4
@insightgl @secdef @ak7cav @_ghulammustafa_ @ltgengurmit @ptr6vb @genbalbirsandhu @aveteran1956 @zoomshah @ltgenvimalarora @ltrajputs @ltgenrajiv voices from eu against us as per tfi global news  catch 22. should #usa support ukr &amp; #taiwan. should #europe agree to crimea/donbass as part of #russia &amp; thereby also agree to #ccp taking over taiwan through force? i think otherwise. regds cc @ashthewiz  https://t.co/dgvngkv5sk,7,insightgl secdef akcav ghulammustafa ltgengurmit ptrvb genbalbirsandhu aveteran zoomshah ltgenvimalarora ltrajputs ltgenrajiv voice eu tfi global news catch  usa support ukr taiwan europe agree crimeadonbass agree ccp taiwan force regds cc ashthewiz,4
"russian fire of the day: a factory for the rus retailer gloria jeans is on fire in the city of #shakhty, #rostov oblast, #russia.  #ukraine #ukrainianwar #ukraineinvasion  https://t.co/twolrbqihp",7,fire day factory ru retailer gloria jean fire city shakhty rostov oblast ukraine ukrainianwar ukraineinvasion,7
"save the dates: may 12, at 5pm cet we are presenting an important research on #russia'n domestic propaganda tools during the war in #ukraine  click here for the details and registration:  https://t.co/u6skwwlryx @coenatolin @gmfus @neweasteurope",7,save date  pm cet presenting domestic propaganda tool war ukraine click detail registration coenatolin gmfus neweasteurope,3
"putin's blood trail from #syria to the #ukraine: western failures in the face of power-play, propaganda and de-humanization #russia #assad  https://t.co/slvfb78ii5",7,putin blood trail syria ukraine western failure face powerplay propaganda dehumanization assad,3
ukrainian forces destroyed the railway bridge between severodonetsk and rubizhne to prevent russian supplies from reaching the russian army.  #ukraine  #russia #zelensky #putin   https://t.co/nwnzaiqgvz,7,ukrainian force destroyed railway bridge severodonetsk rubizhne prevent supply reaching army ukraine zelensky putin,4
"ukrainian commanders hurried to a meeting, but crashed into an atgm.#russia #russian #russianukrainianwar #europe #usa  https://t.co/ijfpw1bcob",7,ukrainian commander hurried meeting crashed atgmrussia russianukrainianwar europe usa,7
"we can also see a *doubling* of cereal imports from #russia to #germany, in volume, and a 26% increase, again in volume, in purchases of russian refined oil products and coke products. german buyers have been hoarding russian commodities with war (and sanctions) in full swing /3",7,doubling cereal import germany volume  increase volume purchase refined oil product coke product german buyer hoarding commodity war sanction full swing ,5
russian military aircraft fired missiles and were observed in the atmosphere over the marat misrin region of northern #idlib province yesterday afternoon.  #syria #russia #syrianarmy  https://t.co/earyzind5v,7,military aircraft fired missile observed atmosphere marat misrin region northern idlib province yesterday afternoon syria syrianarmy,9
message to #russia: army mechanised exercise #arrow22 will take place in niinisalo - western #finland #usa #nato #ukraine  https://t.co/urs4axiq0k,7,message army mechanised exercise arrow will place niinisalo  western finland usa nato ukraine,8
"#russia’s decision to reduce supplies shows that “the confrontation over energy is a weapon,” #germany's economy minister robert habeck said thursday. “energy can be used powerfully in an economic conflict.”  https://t.co/4cx2lb8afa",7,russia decision reduce supply confrontation energy weapon germany economy minister robert habeck thursday energy powerfully economic conflict,5
"while the #ic focuses on the #russia-ukraine war, #abiyahmedali &amp; his allies are preparing to reinvade #tigray. #stoptigraygenocide @un @secblinken",7,ic focus russiaukraine war abiyahmedali ally preparing reinvade tigray stoptigraygenocide secblinken,0
"when #russian patriot meets word ""#mobilization"", then patriotism runs away....  &lt;with subtitles&gt;  #ukraine #ukrainerussiawar #russia  https://t.co/ovkasgd4ms",7,patriot meet word mobilization patriotism run ltwith subtitlesgt ukraine ukrainerussiawar,7
"""immortal regiment"" in the center of moscow #russian #moscow #russia #victoryday  https://t.co/a3xbidximf",7,immortal regiment center moscow moscow victoryday,0
"#russiaukrainecrisis: russia’s fm sergei lavrov said he doubted the motives of ukraine’s intention of joining the european union, while accusing brussels of ambitions beyond the european continent  #russia #europeanunion #ukraine    https://t.co/szmm38nnyo",7,russiaukrainecrisis russia fm sergei lavrov doubted motif ukraine intention joining european union accusing brussels ambition european continent europeanunion ukraine,8
bombing of #azovstal plant in #mariupol continues. #ukrainerussiawar #russia #putin #standwithukraine #azovstal #mariupol  https://t.co/jlgulzg8ud,7,bombing azovstal plant mariupol continues ukrainerussiawar putin standwithukraine azovstal mariupol,3
#russia #buryatia #ulanude #victory77 #greatpatrioticwar  #victoryday #may9 #theribbonofsaintgeorge #weremember #immortalregiment #victoryparade from the speech of the head of the republic of buryatia a.tsydenov to the participants and spectators of the victory parade on may 9⃣  https://t.co/ykmpjhyzhr,7,buryatia ulanude victory greatpatrioticwar victoryday theribbonofsaintgeorge weremember immortalregiment victoryparade speech head republic buryatia atsydenov participant spectator victory parade ⃣,0
not even those discounted barrels can escape the drawdown. russian liftings finally easing. #oott #oil #russia  https://t.co/aszoaravpk,7,discounted barrel escape drawdown liftings finally easing oott oil,5
russia-ukraine live news: ukraine has won ‘battle of kharkiv’ #ukraine #russia #news #standwithukraine,7,russiaukraine live news ukraine won ‘battle kharkiv ukraine news standwithukraine,0
"ten ukrainian military leave azovstal, declare readiness to negotiate #pravda #russia #ukraine  https://t.co/eeicqxl09y  https://t.co/eu3wdbcmwr",7,ten ukrainian military leave azovstal declare readiness negotiate pravda ukraine,3
#russia not achieving its strategic objectives in war against ukraine – #stoltenberg    https://t.co/7mzegntjfh,7,achieving strategic objective war ukraine stoltenberg,2
"@eu_echo @mkoehlereu #franklyspeaking: what will the #europeanunion do if #russia blocks aid to #syria? here’s what @mkoehlereu, deputy dg of @eu_echo said | full episode:  https://t.co/lnt69u4sr5  https://t.co/x10u1e1lad",7,euecho mkoehlereu franklyspeaking will europeanunion block aid syria mkoehlereu deputy dg euecho  full episode,1
"'if you can not sleep at night because of the #russia-ukraine conflict; there are advices to calm you down.imagine if this was happening in africa,middle east. imagine #ukraine is #palestine and russia is the united states- russia foreign minister, lavrov   https://t.co/rqyulegcov",7,sleep night russiaukraine conflict advice calm downimagine happening africamiddle east imagine ukraine palestine united state foreign minister lavrov,8
"for almost a month, #russia has been storming #azovstal, but the #azov regiment is repelling their attacks. and this is the second #army of the world, don't be ridiculous! #mariupol #standwithukraine #stoprussia  https://t.co/cy5ndqb6mf",7,month storming azovstal azov regiment repelling attack second army world dont ridiculous mariupol standwithukraine stoprussia,3
