tweet,likes_count,tweetFiltrado,topico
"apple offers apple pay later in wallet, four interest-free payments over six weeks. (i don’t think it is offered singapore yet). #wwdc #wwdc2022 #wwdc22  https://t.co/ojzjysx2kw",4,apple offer apple pay wallet interest-free payment week offered singapore #wwdc #wwdc2022,0
new ios 16 updates to the home app and carplay #wwdc22  https://t.co/bzaz5byldq,4,io 16 update app carplay,3
neeee...lesz weather app az ipad-en? :)  hell did freeze over :d  #wwdc22,4,neeeelesz weather app az ipad-en  hell freeze,9
collaboration looks like notion of apple   #wwdc22,4,collaboration notion apple,0
apple park #wwdc22  https://t.co/usm6ebyxkd,4,apple park,0
they have colour matched magsafe cables! #macbookair #wwdc22  https://t.co/xkrejbzev0,4,colour matched magsafe cable #macbookair,6
"if anyone on the carplay team is looking for internal beta testers, *please* dm me on slack #wwdc22",4,carplay team internal beta tester slack,1
"always love #wwdc22 .  ios16  lock screen changes include a new editor to change up lock screen with font, style and background+widgets with a widget gallery and notifications roll on from the bottom.   messages changes include edit messages you just sent, unsend, mark and unread  https://t.co/xm010evpnu",4,love  ios16 lock screen change include editor change lock screen font style backgroundwidgets widget gallery notification roll bottom message change include edit message unsend mark unread,3
"at #wwdc22 , the message from all of the (many, many) greeters is “welcome home.” it feels significant that this event is the first quasi-public gathering at apple park. maybe it’s all for show, but maybe we’re starting to see a shift in the relationship between apple and devs.",4, message greeter feel event quasi-public gathering apple park starting shift relationship apple devs,0
messages implemented an edit button before twitter  #wwdc22,4,message implemented edit button twitter,3
tim cook says it's a wrap.   catch all you missed from the #wwdc22 here:  https://t.co/zwh71udn3d,4,tim cook wrap catch missed,5
wishing everyone an amazing wwdc! looking forward to all the announcements  #wwdc22,4,wishing amazing forward announcement,5
weather app is finally on ipad #wwdc22,4,weather app finally ipad,7
"ios not being customizable, my ass #wwdc22 #ios16  https://t.co/o6alhicye8",4,io customizable as #ios16,3
"so i spoke with a family member who will meet the plumber here at 1pm to let him do what he has to do…   yes that means i am free for the start &amp; entire #wwdc22 event    lol yes, it is that important. ",4,spoke family member meet plumber 1pm free start entire event lol,1
"special prosecutor probes alleged corruption in $300m nationwide technologies, authentix &amp; npa deal  https://t.co/w1zue5mlxj   richarlison  snapchat  sabinus  penalty  gabriel jesus #blackchully  ayew  di maria #wwdc22  visa  ishmael addo  mbella  tariq lamptey  bale  jeffrey",4,special prosecutor probe alleged corruption 300m nationwide technology authentix npa deal richarlison snapchat sabinus penalty gabriel jesus #blackchully ayew di maria visa ishmael addo mbella tariq lamptey bale jeffrey,5
one step closer to macos and ipados  #wwdc22,4,step closer macos ipados,7
watching #wwdc22 on a stormy day somewhat makes up for being able to go to @apple park :)  https://t.co/vuazkzhgnz,4,watching stormy day @apple park ,5
"yeah, it’s #wwdc22...",4,yeah,0
“protecting our users privacy will always be at the centre of what we do” in the western world.   #wwdc22,4,protecting user privacy centre western world,2
apple m2 !!!!!!!!  #wwdc22 #hawevent  https://t.co/fj7dzgsnzn,4,apple m2  #hawevent,0
oh hi @toolboxproapp  #wwdc22,4,@toolboxproapp,0
spotlight on the iphone?   #wwdc22,4,spotlight iphone,7
new #macbookair2022... fuck yeah! :) #wwdc22  https://t.co/3tqe5mwbbr,4,#macbookair2022 fuck yeah ,0
waiting to happen. #wwdc22,4,waiting happen,0
i wish everyone a great #wwdc22 keynote! see you on the other side! ,4,great keynote side,5
#wwdc22 cool like animation,4,cool animation,0
"interesting how they integrated focus with the new lock screen, and inside apps with a new focus filter api #wwdc22",4,interesting integrated focus lock screen inside apps focus filter api,3
ios16 messages really trying to save some relationships  #wwdc22,4,ios16 message save relationship,3
i like the new m2 macbook air colors way better than i thought i would. #wwdc22  https://t.co/7dj3jgwcql,4,m2 macbook air color better thought,8
macos is so far ahead that windows is a tiny grain of sand on the beach #wwdc22,4,macos ahead window tiny grain sand beach,7
finally we can delete imessages #wwdc22,4,finally delete imessages,3
"liking the look of stage control on macos, especially when using an external display — looks like a core redesign of such a common workflow  #wwdc22  https://t.co/tgc2fpn0sr",4,liking stage control macos external display — core redesign common workflow,7
i'm sorry but wtf happened to ipados #wwdc22,4,wtf happened ipados,0
i'm ready to see dope #ar stuff at #wwdc22,4,ready dope #ar stuff,5
"a new m2 macbook air !! mag safe is back! the silence is unbeatable. that $1199 is 20% more than it's m1 brother $999 with that crazy price and performance, there’s no surprise it became the worlds best selling laptop! #wwdc22",4,m2 macbook air  mag safe silence unbeatable 1199 20 m1 brother 999 crazy price performance surprise world best selling laptop,8
"mark as unread in imessage!! that’s it, i’ve got what i need. we can go home now #wwdc22",4,mark unread imessage,3
the lockscreen #wwdc22,4,lockscreen,3
"proud to bring handoff to facetime for ios 16, ipados 16, and macos ventura! #wwdc22  https://t.co/lpde50fxq0",4,bring handoff facetime io 16 ipados 16 macos ventura,7
damn. craig you sexy motherf*cker!  #wwdc22  https://t.co/tbxyr1ocjt,4,damn craig sexy motherfcker,5
"there's a reason i don't use  https://t.co/1eoprjiflw as my default, and denys nailed it. #wwdc22 #wwdc",4,reason default denys nailed #wwdc,0
undo imessages what #wwdc22,4,undo imessages,3
four colors in the new macbook air! so light and so thin. we want four of them because they all look sexy! #wwdc22  https://t.co/e0astdmhqa,4,color macbook air light thin sexy,6
ok... the new carplay updates have me more excited than anything else so far. wow #wwdc22  https://t.co/ngj1r1lmyf,4,carplay update excited wow,1
i want a super smart home #wwdc22,4,super smart,1
"ok, but this was so funny =)  #wwdc22  https://t.co/zuwzlazief",4,funny ,0
the apple stream is booted up #wwdc22,4,apple stream booted,0
you can now share hotel room keys over imessage! #wwdc22  https://t.co/wloez1ido9,4,share hotel room key imessage,2
new macos  #wwdc22  https://t.co/8bt40imxaz,4,macos,7
  lovely day #apple #appleevent #wwdc22 #applepark  https://t.co/ajf6vnz2ql,4,lovely day #apple #appleevent #applepark,5
you can delete risky texts on imessage now :) #wwdc22,4,delete risky text imessage ,0
craig is here!  #apple #wwdc22  https://t.co/5ik5h2mgs5,4,craig #apple,5
"all the big specs for macbook air. unfortunately, no #5g just yet... #wwdc22  https://t.co/tvkki4tngq",4,big spec macbook air #5g,8
the newest version of apple carplay adds features to multiple screens with more customizable options: ​​ https://t.co/j8edli4opt #wwdc22  https://t.co/td53cep9kn,4,newest version apple carplay add feature multiple screen customizable option ​​,3
"so here’s the thing, i’m not a guy that fears going digital with most things, but that’s too much information centralized in one place. your appleid will hold your entire life. convenience vs. privacy/security and all that. #wwdc22",4,thing guy fear going digital thing centralized place appleid hold entire life convenience privacysecurity,0
liquid retina display #wwdc22  https://t.co/zchbxb51tw,4,liquid retina display,6
aaaaand the people at california got the word first #wwdc22,4,aaaaand people california word,2
that midnight colour is sexy #wwdc22,4,midnight colour sexy,6
we getting an edit/unsend option on imessage??? #wwdc22,4,editunsend option imessage,3
tim cook welcomes the developers and media attending #wwdc22 in person at apple park.  https://t.co/imesttwdje,4,tim cook welcome developer medium attending person apple park,5
"@twannl ready, everything prepared. just need to grab some food and a cold beer #wwdc22  have fun  https://t.co/45eyiwpy0u",4,@twannl ready prepared grab food cold beer fun,5
re: home app being a godsend... it does have a terrible design so this change is welcomed. #wwdc22,4,app godsend terrible design change welcomed,3
unsend in imessage  #wwdc22,4,unsend imessage,0
apple silicon has been centre stage at #wwdc22  since it was unveiled in 2020. it now spans the entirety of the mac line-up. the speed and execution of this transition has been startling and is a major concern to apple’s competitors.  https://t.co/jrt6hlwmix,4,apple silicon centre stage unveiled 2020 span entirety mac line-up speed execution transition startling major concern apple competitor,0
need that track suit #wwdc22  https://t.co/v1wqdi5o2x,4,track suit,9
"just 1hr 30 to go until #wwdc22 kicks off, when it will change the tech industry forever.  https://t.co/pxyskbirqj",4,1hr 30 kick change tech industry forever,1
"you can edit, undo messages, but can't edit tweets   #wwdc22 #wwdc22",4,edit undo message edit tweet,3
the way apple keeps watchos head of literally everything else is an underrated achievement.  #wwdc22,4,apple keep watchos head literally underrated achievement,0
there's more than one craig? is that allowed #wwdc22,4,craig allowed,5
i’d love an apple music playlist of the songs they are playing before the keynote. #wwdc22 @applemusic,4,love apple music playlist song playing keynote @applemusic,0
"well, camo, it was fun while it lasted. #wwdc22",4,camo fun lasted,5
screen technology is highly advanced here at #wwdc22  its a sunny day now  https://t.co/tonh3mlhfb,4,screen technology highly advanced sunny day,3
"after 12 years, the ipad finally gets a weather app   #wwdc22",4,12 year ipad finally weather app,5
i am now ready for #wwdc22.  https://t.co/ontef2u7xj,4,ready,5
m2 &amp; the new macbook air  &gt;  #wwdc22,4,m2 macbook air gt,8
"tim cook comes out to wrap up today's announcements... developer betas available today, public beta next month, final release in the fall.  #wwdc22",4,tim cook wrap today announcement developer beta today public beta month final release fall,5
#wwdc22 me watching the ios 16 launch while i’m still 10 updates behind  https://t.co/1c7glcnusb,4,watching io 16 launch 10 update,3
you can edit messages on ios now??? absolutely not #wwdc22,4,edit message io absolutely,3
i want to buy a car just to have carplay. i'm pretty sure that's not quite how it's supposed to work   but it looks goooorgeous...  #wwdc22,4,buy car carplay pretty supposed work goooorgeous,1
4 minutes to go… #wwdc22,4,4 minute,0
44% of republicans #wwdc22 #mondaythoughts  https://t.co/chdokqz072,4,44 republican #mondaythoughts,0
omg this carplay upgrade is unreal #wwdc22,4,omg carplay upgrade unreal,1
now if only we could edit tweets #wwdc22,4,edit tweet,3
android users watching us right now #wwdc22  https://t.co/kuajuzwfch,4,android user watching,5
apple has worked with its competitors to ensure that passkey works well on non-apple devices. #wwdc22  https://t.co/ur6fpi6c9z,4,apple worked competitor ensure passkey work non-apple device,0
.@mikeknippers &amp; i had to bring out the big sneaker swag for #wwdc22  https://t.co/nxoljg6y0d,4,@mikeknippers bring big sneaker swag,0
"ios 16 new lock screen unveiled at #wwdc22 totally customizable. widget support like calendar, temperature and activity rings. #ios16  https://t.co/fwgush3rn4",4,io 16 lock screen unveiled totally customizable widget support calendar temperature activity ring #ios16,3
this #wwdc22 is hot.,4,hot,0
lol i don’t believe this mac camera sha #wwdc22,4,lol mac camera sha,0
